,Name,University,Sport,Sponsors,Number_Sponsors,Instagram,Twitter,Conference,Insta_dummy,Twitter_dummy,group
1982,Max Kwitchoff,University of Rhode Island,Soccer,Barstool Sports,1,max_kwitchoff,@kwitchoff_max,Non Power Five Conference,1,1,1
1983,Landri Hudson,University of Wyoming,Basketball,Barstool Sports,1,landrihudson,@landrihudson_,Non Power Five Conference,1,1,1
1984,Dolan Mahoney,Florida Gulf Coast University,Basketball,Barstool Sports,1,dolanmaho,@DolanMaho,Non Power Five Conference,1,1,1
1985,Patrick OâDwyer,Fairleigh Dickinson University,Soccer,Barstool Sports,1,patrick_odwyer,@PODwyer20,Non Power Five Conference,1,1,1
1986,David Christie,University of Louisiana at Lafayette,Baseball,Barstool Sports,1,david_christie1,@rdchristie6,Non Power Five Conference,1,1,1
1987,Sebastian Cannizzo,Fairleigh Dickinson University,Soccer,Barstool Sports,1,sebi_cann,@SebiCann10,Non Power Five Conference,1,1,1
1988,Michael Palushaj,University of Detroit Mercy,Soccer,Barstool Sports,1,michaelpalushaj,@MichaelPalushaj,Non Power Five Conference,1,1,1
1989,Will Carlone,Virginia Commonwealth University,Baseball,Barstool Sports,1,willcarlone,@Will_Carlone,Non Power Five Conference,1,1,1
1990,Nate Stember,University of Oregon,Golf,Barstool Sports,1,natestember7,@natestember7,Pac-12,1,1,0
1991,Cameron Hassert,Villanova University,Baseball,Barstool Sports,1,camhassert,@camhassert7,Non Power Five Conference,1,1,1
1992,Maycey Vieta,Purdue University,Swimming and Diving,Barstool Sports,1,mayceyvieta,@mayceyvieta,Big 10,1,1,0
1993,Brandon Foust,Bucknell University,Track and Field,Barstool Sports,1,brandon.foust,@Brandonfoust8,Non Power Five Conference,1,1,1
1994,Hannah Duguid,University of Colorado Boulder,Soccer,Barstool Sports,1,duguid,@HannahDSoccer,Pac-12,1,1,0
1995,Emma Wallhoff,University of Southern Mississippi,Basketball,Barstool Sports,1,emwall5,@emwall23,Non Power Five Conference,1,1,1
1996,Lauren Murray,Miami University,Swimming and Diving,Barstool Sports,1,lauren.s.murray,@laurenmurr,Non Power Five Conference,1,1,1
1997,Jake Arnold,Northern Arizona University,Track and Field,Barstool Sports,1,_big_jake__,@RockArnold,Non Power Five Conference,1,1,1
1998,Stephanie Martin,University of Wisconsin - Eau Claire,Ice Hockey,Barstool Sports,1,steph_martin2,,Non Power Five Conference,1,0,1
1999,Peter Sloan,Fairfield University,Swimming and Diving,Barstool Sports,1,_sloan61,@psloan122,Non Power Five Conference,1,1,1
2000,Alex McGill,Indiana University,Soccer,Barstool Sports,1,alex_micgill,@Alex_Micgill00,Big 10,1,1,0
2001,Andrew Brower,The Ohio State University,Gymnastics,Barstool Sports,1,abrower97,@AndrewBrower11,Big 10,1,1,0
2002,Dylan German,University of Louisiana at Monroe,Track and Field,Barstool Sports,1,dylan_germanpv,,Non Power Five Conference,1,0,1
2003,Billy Fallon,University of Pennsylvania,Swimming and Diving,Barstool Sports,1,billyfallon2,,Non Power Five Conference,1,0,1
2004,Parker Rostowsky,University of Southern California,Golf,Barstool Sports,1,prrostowsky,,Pac-12,1,0,0
2005,Jim Onulak,Rutgers University,Football,Barstool Sports,1,jimonulak63,@jim_onu,Big 10,1,1,0
2006,Reid Bourque,McNeese State University,Baseball,Barstool Sports,1,reidbourque,@ReidBourque,Non Power Five Conference,1,1,1
2007,Albert Paniccia,Providence College,Lacrosse,Barstool Sports,1,albert.paniccia,,Non Power Five Conference,1,0,1
2008,Jack Fris,Lehigh University,Football,Barstool Sports,1,jackfris,@JackFris75,Non Power Five Conference,1,1,1
2009,Megan Davies,University of South Carolina,Tennis,Barstool Sports,1,meganadavies99,@meggz239,Southeastern Conference,1,1,0
2010,Derek Ripp,George Washington University,Baseball,Barstool Sports,1,_dripp__,@_dripp__,Non Power Five Conference,1,1,1
2011,Eli Doyle,Robert Morris University,Lacrosse,Barstool Sports,1,doyle.eli,@Doyle__Eli,Non Power Five Conference,1,1,1
2012,Jalen Chin,North Carolina Agricultural and Technical State University,Cross Country,Barstool Sports,1,jalen.chin,@chin_jalen,Non Power Five Conference,1,1,1
2013,Aaron Cashman,University of Iowa,Wrestling,Barstool Sports,1,aaroncashman,@aaron_cashman,Big 10,1,1,0
2014,Joe Rotkis,Morehead State University,Baseball,Barstool Sports,1,jrotkis17,@JoeRotkis,Non Power Five Conference,1,1,1
2015,Cooper Rust,Utah Valley University,Baseball,Barstool Sports,1,cooper_rust.22,,Non Power Five Conference,1,0,1
2016,Vince Waters,Butler University,Football,Barstool Sports,1,vince.waters.9,@VincentWaters9,Non Power Five Conference,1,1,1
2017,Taylor Ward,Presbyterian College,Softball,Barstool Sports,1,taylor.wardd,@taylorwardd,Non Power Five Conference,1,1,1
2018,Carter Link,Southern Methodist University,Football,Barstool Sports,1,carter.link,@CarterLink1,Non Power Five Conference,1,1,1
2019,Turner Mann,Nicholls State University,Baseball,Barstool Sports,1,turner.mann,@turner_mann,Non Power Five Conference,1,1,1
2020,Tyler Dupuis,Bryant University,Golf,Barstool Sports,1,tydupuis_,@ty_dupuis,Non Power Five Conference,1,1,1
2021,Trevor Batastini,St. John's University,Lacrosse,Barstool Sports,1,trevor_batastini,@LaxTrevor,Non Power Five Conference,1,1,1
2022,Jack DeNatale,Boston College,Sailing,Barstool Sports,1,jackdenatale,@denobambino_,Atlantic Coast Conference,1,1,0
2023,Nyah Biegler,Eastern Illinois University,Soccer,Barstool Sports,1,nyah.biegler,,Non Power Five Conference,1,0,1
2024,Tim O'Hearn,Lafayette College,Football,Barstool Sports,1,tim.ohearn,@timohearn_5,Non Power Five Conference,1,1,1
2025,Dylan Lamb,University of Washington,Baseball,Barstool Sports,1,dylanrlamb,@dylanlamb_,Pac-12,1,1,0
2026,Nathan Vermaas,North Dakota State University,Baseball,Barstool Sports,1,nathan.vermaas,@Nathan_Vermaas,Non Power Five Conference,1,1,1
2027,Cristian Lopez,University of Illinois at Chicago,Baseball,Barstool Sports,1,c__lo30,@lo30_c,Non Power Five Conference,1,1,1
2028,James Hepp,"University of California, Los Angeles",Baseball,Barstool Sports,1,james_hepp_,@james11hepp,Pac-12,1,1,0
2029,Thomas Wells,University of Tulsa,Soccer,Barstool Sports,1,wells_thomas,@tcwells12,Non Power Five Conference,1,1,1
2030,Emma Reeves,Santa Clara University,Soccer,Barstool Sports,1,_emmareeves__,,Non Power Five Conference,1,0,1
2031,Jaela Zimmerman,Creighton University,Volleyball,Barstool Sports,1,jaela_zimm,@jaela_zimm,Non Power Five Conference,1,1,1
2032,Ryan Vogel,Bradley University,Baseball,Barstool Sports,1,ryanvogi1,@ryvogi,Non Power Five Conference,1,1,1
2033,Brett Gregory,Oral Roberts University,Baseball,Barstool Sports,1,,,Non Power Five Conference,0,0,1
2034,Hannah Zemaitis,Pennsylvania State University,Field Hockey,Barstool Sports,1,hannah_zemaitis,@hannahgzemaitis,Big 10,1,1,0
2035,Cody Dreis,Washington State University,Baseball,Barstool Sports,1,codydreis,@CodyDreis,Pac-12,1,1,0
2036,Nick Barcelos,"University of Nevada, Reno",Football,Barstool Sports,1,nick.barcelos,@nickbarcelos22,Non Power Five Conference,1,1,1
2037,Josiah Pokopac,Northern Kentucky University,Soccer,Barstool Sports,1,josiahpokopac,@JPokopac,Non Power Five Conference,1,1,1
2038,Collin Mocyunas,Marshall University,Soccer,Barstool Sports,1,cmocy02,@cmocyunas02,Non Power Five Conference,1,1,1
2039,Max Hunter,Georgetown University,Golf,Barstool Sports,1,max.hutter,,Non Power Five Conference,1,0,1
2040,Alex Moeller,University of Wisconsin - Madison,Football,Barstool Sports,1,a_moeller2,@2Amoeller,Big 10,1,1,0
2041,Philip McCabe,Santa Clara University,Soccer,Barstool Sports,1,philipmccabe_,@PhilipMcCabe_,Non Power Five Conference,1,1,1
2042,Grant Goodson,Missouri State University,Football,Barstool Sports,1,grantg.60,@GrantMGoodie,Non Power Five Conference,1,1,1
2043,Justin Brunow,La Salle University,Soccer,Barstool Sports,1,justinbrunowww,@BrunowJustin,Non Power Five Conference,1,1,1
2044,Michael Bonomo,College of the Holy Cross,Lacrosse,Barstool Sports,1,bichaelmonomo,@mabonomo7,Non Power Five Conference,1,1,1
2045,Chris Noble,Samford University,Football,Barstool Sports,1,cnoble56,@chrisnoble_56,Non Power Five Conference,1,1,1
2046,Sophia LaBanca,University of Denver,Lacrosse,Barstool Sports,1,sophialabanca,@slgymnast,Non Power Five Conference,1,1,1
2047,Nicholas Ferrentino,Saint Joseph's University,Track and Field,Barstool Sports,1,nick_ferrentino,@FerrentinoNick,Non Power Five Conference,1,1,1
2048,MacGregor Peterson,University of Pennsylvania,Lacrosse,Barstool Sports,1,crentistdadentist,@rmpeterson7,Non Power Five Conference,1,1,1
2049,Nico Fabrizio,Bryant University,Track and Field,Barstool Sports,1,n_fabrizio22,,Non Power Five Conference,1,0,1
2050,Ryan Kinkead,Boston College,Golf,Barstool Sports,1,,,Atlantic Coast Conference,0,0,0
2051,Maggie O'Brien,University of Richmond,Lacrosse,Barstool Sports,1,maggie_obrien7,@MaggieObrien17,Non Power Five Conference,1,1,1
2052,Sarah Lehman,DePaul University,Softball,Barstool Sports,1,sareeee16,,Non Power Five Conference,1,0,1
2053,Keegan Streett,University of Georgia,Swimming and Diving,Barstool Sports,1,k.streett,,Southeastern Conference,1,0,0
2054,Andrew Zapka,University of Dayton,Baseball,Barstool Sports,1,azapka2,@Andrew_Zapka,Non Power Five Conference,1,1,1
2055,Bryan Marshall,Winthrop University,Soccer,Barstool Sports,1,Bryan__Marshall,@BryanJMarshall1,Non Power Five Conference,1,1,1
2056,Ben Morehead,Davidson College,Golf,Barstool Sports,1,benmorehead2020,,Non Power Five Conference,1,0,1
2057,Benny Serrano,Niagara University,Baseball,Barstool Sports,1,ben102098,@SerranoBenny,Non Power Five Conference,1,1,1
2058,Hannah Shrader,University of Detroit Mercy,Lacrosse,Barstool Sports,1,hannah_shrader,@hannah_shrader,Non Power Five Conference,1,1,1
2059,Alyssa Overbeck,Xavier University,Volleyball,Barstool Sports,1,alyssao_24,@alyssa_overbeck,Non Power Five Conference,1,1,1
2060,Abe Assad,University of Iowa,Wrestling,Barstool Sports,1,abeassad,@abe_assad,Big 10,1,1,0
2061,Kerrigan Johnson,Ball State University,Soccer,Barstool Sports,1,Kerriganjohnson10,@krjohnson101,Non Power Five Conference,1,1,1
2062,Becca Tschetter,Grand Canyon University,Golf,Barstool Sports,1,beccatschetter,,Non Power Five Conference,1,0,1
2063,Ben Erkens,Clemson University,Soccer,Barstool Sports,1,ben.erkens,@ben_erkens,Atlantic Coast Conference,1,1,0
2064,Sarah Bennett,Lafayette College,Lacrosse,Barstool Sports,1,sa.bennett,@sarahannbenn,Non Power Five Conference,1,1,1
2065,Emma Collins,Eastern Michigan University,Soccer,Barstool Sports,1,emcollins_19,@emcollinsss,Non Power Five Conference,1,1,1
2066,Connor Madden,James Madison University,Football,Barstool Sports,1,allmadden42,@AllMadden42,Non Power Five Conference,1,1,1
2067,Katie Flynn,Temple University,Lacrosse,Barstool Sports,1,katieshaeflynn,@katieshaeflynn,Non Power Five Conference,1,1,1
2068,Natalia Rodriguez,Southern Illinois University Edwardsville,Cross Country,Barstool Sports,1,n.rodri20,,Non Power Five Conference,1,0,1
2069,Ellie Wheatley,Michigan State University,Field Hockey,Barstool Sports,1,ellie_wheatleyy,,Big 10,1,0,0
2070,Dustyn Schramm,University of Utah,Baseball,Barstool Sports,1,schrammdusty15,@SchrammDusty15,Pac-12,1,1,0
2071,Jenna McHale,University of Delaware,Lacrosse,Barstool Sports,1,jennaamchale,@Jennamchale15,Non Power Five Conference,1,1,1
2072,Lyndie Lobdell,Pennsylvania State University,Ice Hockey,Barstool Sports,1,lyndielobdell,@LyndieLobdell,Big 10,1,1,0
2073,Randy Prosperi,College of William & Mary,Baseball,Barstool Sports,1,randyprosperi32,@rpros32,Non Power Five Conference,1,1,1
2074,Ryan Schriber,University of Michigan,Lacrosse,Barstool Sports,1,1_yan_8,@ryan_schriber,Big 10,1,1,0
2075,Haley Tausend,Eastern Michigan University,Soccer,Barstool Sports,1,haley_tausend,@haley_tausend,Non Power Five Conference,1,1,1
2076,Dominic Palermo,Wagner College,Cross Country,Barstool Sports,1,dom_palermo,@d__palermo,Non Power Five Conference,1,1,1
2077,Hayes Sutton,Brown University,Football,Barstool Sports,1,hayes_sut19n,@hayes_sut19n,Non Power Five Conference,1,1,1
2078,Preston Floyd,Winthrop University,Soccer,Barstool Sports,1,preston_floyd,@PrestonFloyd,Non Power Five Conference,1,1,1
2079,Jake Piseno,"University at Albany, SUNY",Lacrosse,Barstool Sports,1,jakepiseno,@jpiseno5,Non Power Five Conference,1,1,1
2080,Matt Richardson,University of Utah,Baseball,Barstool Sports,1,mattyrich3,@mattyrich_3,Pac-12,1,1,0
2081,Kassidy Betzing,Ohio University,Track and Field,Barstool Sports,1,kassidy_betzing,@kassidybetzing,Non Power Five Conference,1,1,1
2082,Truman teDuits,University of Wisconsin - Madison,Swimming and Diving,Barstool Sports,1,truman.teduits,@TTeduits,Big 10,1,1,0
2083,Jeremy Spezia,Bowling Green State University,Baseball,Barstool Sports,1,jeremyspezia,@Jeremy_Spezia,Non Power Five Conference,1,1,1
2084,Darrien Grant,University of South Florida,Football,Barstool Sports,1,daregrant99,@Thecharlie_wolf,Non Power Five Conference,1,1,1
2085,Sophia Holt,Virginia Tech,Lacrosse,Barstool Sports,1,sophiaaholt,@sophiaaholtt,Atlantic Coast Conference,1,1,0
2086,Brad Doliner,University of Kentucky,Soccer,Barstool Sports,1,bdolly_24,@BDolly_24,Southeastern Conference,1,1,0
2087,Nate Snyder,University of Louisiana at Lafayette,Football,Barstool Sports,1,n_snyder9,@N_Snyder9,Non Power Five Conference,1,1,1
2088,Franki Morrell,Lehigh University,Rowing,Barstool Sports,1,franki.m,@FrancescaMorre5,Non Power Five Conference,1,1,1
2089,David Fessenden,University of New Hampshire,Ice Hockey,Barstool Sports,1,fezzie41,@fezzie41,Non Power Five Conference,1,1,1
2090,Marisol Nugent,University of North Carolina at Chapel Hill,Wrestling,Barstool Sports,1,marisolnugent,@marisol_nugent,Atlantic Coast Conference,1,1,0
2091,JohnLuca Moschetto,Benedictine University,Baseball,Barstool Sports,1,_johnluca,@JLMoschetto,Non Power Five Conference,1,1,1
2092,Marco Bozzo,Northeastern University,Ice Hockey,Barstool Sports,1,mbotz96,@marcobozzo96,Non Power Five Conference,1,1,1
2093,Nicholas Jubilee,Villanova University,Swimming and Diving,Barstool Sports,1,nickjubilee13,@nickjubilee13,Non Power Five Conference,1,1,1
2094,Chris Shanahan,Duke University,Track and Field,Barstool Sports,1,chris10s10,@SChris10,Atlantic Coast Conference,1,1,0
2095,Sam Hunt,Vanderbilt University,Baseball,Barstool Sports,1,sam_hunt9,@Sam_Hunt9,Southeastern Conference,1,1,0
2096,Taylor Marchetti,James Madison University,Lacrosse,Barstool Sports,1,taylormarchettti,@taylormarchett1,Non Power Five Conference,1,1,1
2097,Odahri Hibberts,Central Connecticut State University,Football,Barstool Sports,1,od3.huncho,@Odahri33,Non Power Five Conference,1,1,1
2098,Tyler Smith,Youngstown State University,Lacrosse,Barstool Sports,1,tylerrdaniellee,@tylerrdanielle_,Non Power Five Conference,1,1,1
2099,Francisco Cox,Robert Morris University,Lacrosse,Barstool Sports,1,francisco_cox15,@Frankie_Cox015,Non Power Five Conference,1,1,1
2100,Phillimon Bedard-Khalid,Presbyterian College,Soccer,Barstool Sports,1,phillimon_10,@Philly59270044,Non Power Five Conference,1,1,1
2101,Kelby Drews,University of Maine,Softball,Barstool Sports,1,kelbydrews,@kelbygracee,Non Power Five Conference,1,1,1
2102,Sean Quinn,Drexel University,Lacrosse,Barstool Sports,1,Smq122,@seanquinn136,Non Power Five Conference,1,1,1
2103,Kieran O'Haire,Providence College,Basketball,Barstool Sports,1,kieran.ohaire,@kieranohaire,Non Power Five Conference,1,1,1
2104,Jake Kapers,Valparaiso University,Baseball,Barstool Sports,1,jake_kapers23,@THE_J_KAPERS,Non Power Five Conference,1,1,1
2105,Josh Hood,North Carolina State University,Baseball,Barstool Sports,1,josh_hood11,@josh_hood1,Atlantic Coast Conference,1,1,0
2106,Ryan Murphy,"University of Maryland, College Park",Baseball,Barstool Sports,1,rmurph_15,@Rmurph_15,Big 10,1,1,0
2107,Jordan Chrysostom,Virginia Tech,Tennis,Barstool Sports,1,jordan.chrysostom,@mojo3637,Atlantic Coast Conference,1,1,0
2108,Jake Reed,University of Delaware,Football,Barstool Sports,1,jreed_68,,Non Power Five Conference,1,0,1
2109,Fernando Robayo,Fairfield University,Soccer,Barstool Sports,1,fernando_robayo17,@frobayo17,Non Power Five Conference,1,1,1
2110,Collin Larsh,University of Wisconsin - Madison,Football,Barstool Sports,1,cjlarsh,@cjlarsh,Big 10,1,1,0
2111,Alexis DeMarco,Western Carolina University,Soccer,Barstool Sports,1,alexissssdemarco,@demarco_alexis,Non Power Five Conference,1,1,1
2112,Justin Weiss,Lafayette College,Baseball,Barstool Sports,1,justinweiss32,@justinweiss2019,Non Power Five Conference,1,1,1
2113,Adam Gay,University of New Mexico,Football,Barstool Sports,1,adam_atp_gay,@Adam__Gay,Non Power Five Conference,1,1,1
2114,Hunter Woodard,Oklahoma State University - Stillwater,Football,Barstool Sports,1,hunter_woodard,,Big 12,1,0,0
2115,Morgan Day,Oklahoma State University - Stillwater,Softball,Barstool Sports,1,morganlday_,,Big 12,1,0,0
2116,Nate Needham,Bowling Green State University,Football,Barstool Sports,1,nate_needham,@NateNeedhammm,Non Power Five Conference,1,1,1
2117,Luke Nichter,Drexel University,Wrestling,Barstool Sports,1,luke_nichter,@LNicher,Non Power Five Conference,1,1,1
2118,Amanda Loo,Long Island University,Gymnastics,Barstool Sports,1,mandieloo,@itsmandieloo,Non Power Five Conference,1,1,1
2119,Emily Lowe,San Diego State University,Soccer,Barstool Sports,1,emilyllowe,,Non Power Five Conference,1,0,1
2120,Jacob Hasty,Louisiana State University,Baseball,Barstool Sports,1,jacobhasty_,@JacobHasty1,Southeastern Conference,1,1,0
2121,Holden Christian,Loyola Marymount University,Baseball,Barstool Sports,1,holdenc_24,@Holdenc_24,Non Power Five Conference,1,1,1
2122,Madeline Atway,The Ohio State University,Tennis,Barstool Sports,1,maddieatway,@maddieatway,Big 10,1,1,0
2123,Kacie Borowicz,University of North Dakota,Basketball,Barstool Sports,1,kacieannborowicz,@BorowiczKacie,Non Power Five Conference,1,1,1
2124,Nick Iannantone,University of South Carolina Upstate,Baseball,Barstool Sports,1,nick_iannantone32,@Nickthestick32,Non Power Five Conference,1,1,1
2125,Will Kahlstorf,University of Georgia,Golf,Barstool Sports,1,will_kahlstorf,@WillKahlstorf,Southeastern Conference,1,1,0
2126,Maya Lawliss,"University of California, Berkeley",Lacrosse,Barstool Sports,1,mayalawliss,@MayaLawliss,Pac-12,1,1,0
2127,Austin Stewart,Towson University,Lacrosse,Barstool Sports,1,_austin.stewart,@AusStewart,Non Power Five Conference,1,1,1
2128,Sydney Corbett,Fairfield University,Soccer,Barstool Sports,1,SydneyCorbett66,@SydneyCorbett66,Non Power Five Conference,1,1,1
2129,Carlos Tavera,University of Texas at Arlington,Baseball,Barstool Sports,1,carlos_ntx,@Carlos_NTX,Non Power Five Conference,1,1,1
2130,Jake Newman,College of William & Mary,Golf,Barstool Sports,1,jakenewman33,,Non Power Five Conference,1,0,1
2131,Saskia Hernandez,North Carolina State University,Volleyball,Barstool Sports,1,saskiahernandez_,@saskiahernandez_,Atlantic Coast Conference,1,1,0
